# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
QRI5	YLR204W	YLR204W_mRNA	protein_coding	0	0	0	37	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	6
QRI7	YDL104C	YDL104C_mRNA	protein_coding	0	6	4	59	0	0	0	0	28	0	0	0	4	0	0	0	0	0	0	0	6	31
RAD1	YPL022W	YPL022W_mRNA	protein_coding	0	19	9	78	0	0	0	0	49	0	0	0	9	0	0	0	0	0	0	0	19	29
RAD10	YML095C	YML095C_mRNA	protein_coding	0	2	0	82	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	2	28
RAD14	YMR201C	YMR201C_mRNA	protein_coding	0	2	0	21	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	7
RAD16	YBR114W	YBR114W_mRNA	protein_coding	0	12	2	52	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	12	31
RAD17	YOR368W	YOR368W_mRNA	protein_coding	0	2	0	25	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	2	5
RAD18	YCR066W	YCR066W_mRNA	protein_coding	0	0	1	25	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	8
RAD2	YGR258C	YGR258C_mRNA	protein_coding	0	16	6	40	0	0	0	0	35	0	0	0	6	0	0	0	0	0	0	0	16	5
RAD23	YEL037C	YEL037C_mRNA	protein_coding	0	1	0	62	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	1	16
RAD24	YER173W	YER173W_mRNA	protein_coding	0	4	3	61	0	0	0	0	37	0	0	0	3	0	0	0	0	0	0	0	4	24
RAD26	YJR035W	YJR035W_mRNA	protein_coding	0	13	6	61	0	0	0	0	41	0	0	0	6	0	0	0	0	0	0	0	13	20
RAD27	YKL113C	YKL113C_mRNA	protein_coding	0	7	1	71	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	7	30
RAD28	YDR030C	YDR030C_mRNA	protein_coding	0	0	0	15	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9
RAD3	YER171W	YER171W_mRNA	protein_coding	0	4	0	55	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	4	33
RAD30	YDR419W	YDR419W_mRNA	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
RAD33	YML011C	YML011C_mRNA	protein_coding	0	0	0	52	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	24
RAD34	YDR314C	YDR314C_mRNA	protein_coding	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4
RAD4	YER162C	YER162C_mRNA	protein_coding	0	6	3	52	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	6	43
RAD5	YLR032W	YLR032W_mRNA	protein_coding	0	0	2	7	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	4
RAD50	YNL250W	YNL250W_mRNA	protein_coding	0	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3
RAD51	YER095W	YER095W_mRNA	protein_coding	0	1	0	18	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	6
RAD52	YML032C	YML032C_mRNA	protein_coding	0	0	1	19	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	11
RAD53	YPL153C	YPL153C_mRNA	protein_coding	0	3	2	17	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	3	13
RAD54	YGL163C	YGL163C_mRNA	protein_coding	0	12	2	41	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	12	25
RAD55	YDR076W	YDR076W_mRNA	protein_coding	0	6	1	47	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	6	17
RAD57	YDR004W	YDR004W_mRNA	protein_coding	0	3	1	20	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	3	15
RAD59	YDL059C	YDL059C_mRNA	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
RAD6	YGL058W	YGL058W_mRNA	protein_coding	0	0	0	28	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	10
RAD61	YDR014W	YDR014W_mRNA	protein_coding	0	1	4	9	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	1	4
RAD7	YJR052W	YJR052W_mRNA	protein_coding	0	3	0	36	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	3	4
RAD9	YDR217C	YDR217C_mRNA	protein_coding	0	0	3	6	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	1
RAI1	YGL246C	YGL246C_mRNA	protein_coding	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4
RAM1	YDL090C	YDL090C_mRNA	protein_coding	0	5	1	65	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	5	31
RAM2	YKL019W	YKL019W_mRNA	protein_coding	0	3	0	64	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	3	32
RAP1	YNL216W	YNL216W_mRNA	protein_coding	0	3	1	14	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	3	6
RAS1	YOR101W	YOR101W_mRNA	protein_coding	0	16	8	98	0	0	0	0	58	0	0	0	8	0	0	0	0	0	0	0	16	40
RAS2	YNL098C	YNL098C_mRNA	protein_coding	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10
RAT1	YOR048C	YOR048C_mRNA	protein_coding	0	22	3	114	0	0	0	0	55	0	0	0	3	0	0	0	0	0	0	0	22	59
RAV1	YJR033C	YJR033C_mRNA	protein_coding	0	8	9	50	0	0	0	0	21	0	0	0	9	0	0	0	0	0	0	0	8	29
RAV2	YDR202C	YDR202C_mRNA	protein_coding	0	1	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	7
RAX1	YOR301W	YOR301W_mRNA	protein_coding	0	0	2	25	0	0	0	0	19	0	0	0	2	0	0	0	0	0	0	0	0	6
RAX2	YLR084C	YLR084C_mRNA	protein_coding	0	5	5	48	0	0	0	0	27	0	0	0	5	0	0	0	0	0	0	0	5	21
RBA50	YDR527W	YDR527W_mRNA	protein_coding	0	8	5	79	0	0	0	0	46	0	0	0	5	0	0	0	0	0	0	0	8	33
RBD2	YPL246C	YPL246C_mRNA	protein_coding	0	0	1	14	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	5
RBG1	YAL036C	YAL036C_mRNA	protein_coding	0	1	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	4
RBG2	YGR173W	YGR173W_mRNA	protein_coding	0	1	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	4
RBH1	YJL181W	YJL181W_mRNA	protein_coding	0	7	10	64	0	0	0	0	33	0	0	0	10	0	0	0	0	0	0	0	7	31
RBH2	YJR030C	YJR030C_mRNA	protein_coding	0	4	7	25	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	25
RBK1	YCR036W	YCR036W_mRNA	protein_coding	0	1	1	20	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	1	13
RBL2	YOR265W	YOR265W_mRNA	protein_coding	0	1	1	46	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	1	18
RBS1	YDL189W	YDL189W_mRNA	protein_coding	0	7	4	42	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	7	36
RCE1	YMR274C	YMR274C_mRNA	protein_coding	0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6
RCF1	YML030W	YML030W_mRNA	protein_coding	0	1	0	19	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	11
RCF2	YNR018W	YNR018W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RCF3	YBR255C-A	YBR255C-A_mRNA	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
RCH1	YMR034C	YMR034C_mRNA	protein_coding	0	1	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	5
RCK1	YGL158W	YGL158W_mRNA	protein_coding	0	11	8	64	0	0	0	0	34	0	0	0	8	0	0	0	0	0	0	0	11	30
RCK2	YLR248W	YLR248W_mRNA	protein_coding	0	9	2	48	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	9	36
RCL1	YOL010W	YOL010W_mRNA	protein_coding	0	0	0	23	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	10
RCM1	YNL022C	YNL022C_mRNA	protein_coding	0	7	1	63	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	7	26
RCN1	YKL159C	YKL159C_mRNA	protein_coding	0	0	0	43	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	5
RCN2	YOR220W	YOR220W_mRNA	protein_coding	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2
RCO1	YMR075W	YMR075W_mRNA	protein_coding	0	1	0	16	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	10
RCR1	YBR005W	YBR005W_mRNA	protein_coding	0	1	2	57	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	1	23
RCR2	YDR003W	YDR003W_mRNA	protein_coding	0	2	0	33	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	23
RCY1	YJL204C	YJL204C_mRNA	protein_coding	0	6	3	53	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	6	30
RDH54	YBR073W	YBR073W_mRNA	protein_coding	1	11	5	67	0	0	0	0	43	1	0	0	5	0	0	0	0	0	0	0	11	24
RDI1	YDL135C	YDL135C_mRNA	protein_coding	0	4	0	53	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	4	22
RDL1	YOR285W	YOR285W_mRNA	protein_coding	0	2	0	63	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	2	39
RDL2	YOR286W	YOR286W_mRNA	protein_coding	0	1	1	61	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	1	41
RDN18-1	RDN18-1	RDN18-1_rRNA	rRNA	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
RDN18-2	RDN18-2	RDN18-2_rRNA	rRNA	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
RDN25-1	RDN25-1	RDN25-1_rRNA	rRNA	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1
RDN25-2	RDN25-2	RDN25-2_rRNA	rRNA	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
RDN37-1	RDN37-1	RDN37-1_rRNA	rRNA	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5
RDN37-2	RDN37-2	RDN37-2_rRNA	rRNA	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
RDN5-1	RDN5-1	RDN5-1_rRNA	rRNA	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
RDN5-5	RDN5-5	RDN5-5_rRNA	rRNA	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
RDN5-6	RDN5-6	RDN5-6_rRNA	rRNA	0	0	0	35	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0
RDN58-1	RDN58-1	RDN58-1_rRNA	rRNA	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
RDN58-2	RDN58-2	RDN58-2_rRNA	rRNA	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
RDR1	YOR380W	YOR380W_mRNA	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
RDS1	YCR106W	YCR106W_mRNA	protein_coding	1	0	5	15	0	0	0	0	8	1	0	0	5	0	0	0	0	0	0	0	0	7
RDS2	YPL133C	YPL133C_mRNA	protein_coding	0	3	1	9	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	3	6
RDS3	YPR094W	YPR094W_mRNA	protein_coding	0	1	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	6
RDT1	YCL054W-A	YCL054W-A_mRNA	protein_coding	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2
REB1	YBR049C	YBR049C_mRNA	protein_coding	0	5	0	74	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	5	33
REC102	YLR329W	YLR329W_mRNA	protein_coding	0	6	3	58	0	0	0	0	37	0	0	0	3	0	0	0	0	0	0	0	6	21
REC104	YHR157W	YHR157W_mRNA	protein_coding	0	2	2	22	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	2	18
REC107	YJR021C	YJR021C_mRNA	protein_coding	0	4	4	30	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	4	17
REC114	YMR133W	YMR133W_mRNA	protein_coding	0	0	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	3
REC8	YPR007C	YPR007C_mRNA	protein_coding	0	0	0	16	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	8
RED1	YLR263W	YLR263W_mRNA	protein_coding	0	14	13	74	0	0	0	0	39	0	0	0	13	0	0	0	0	0	0	0	14	35
REE1	YJL217W	YJL217W_mRNA	protein_coding	0	0	0	39	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
REF2	YDR195W	YDR195W_mRNA	protein_coding	0	0	0	21	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	18
REG1	YDR028C	YDR028C_mRNA	protein_coding	0	2	2	6	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	5
REG2	YBR050C	YBR050C_mRNA	protein_coding	0	3	3	61	0	0	0	0	29	0	0	0	3	0	0	0	0	0	0	0	3	32
REH1	YLR387C	YLR387C_mRNA	protein_coding	0	1	0	59	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	1	30
REI1	YBR267W	YBR267W_mRNA	protein_coding	0	1	1	20	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	1	1
RER1	YCL001W	YCL001W_mRNA	protein_coding	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	3
RER2	YBR002C	YBR002C_mRNA	protein_coding	0	2	1	55	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	2	27
RET1	YOR207C	YOR207C_mRNA	protein_coding	0	3	0	19	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	13
RET2	YFR051C	YFR051C_mRNA	protein_coding	0	1	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	8
RET3	YPL010W	YPL010W_mRNA	protein_coding	0	0	1	22	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	15
REV1	YOR346W	YOR346W_mRNA	protein_coding	0	2	1	14	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	2	5
REV3	YPL167C	YPL167C_mRNA	protein_coding	0	18	10	41	0	0	0	0	8	0	0	0	10	0	0	0	0	0	0	0	18	33
REV7	YIL139C	YIL139C_mRNA	protein_coding	0	2	2	56	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	2	35
REX2	YLR059C	YLR059C_mRNA	protein_coding	0	3	3	56	0	0	0	0	30	0	0	0	3	0	0	0	0	0	0	0	3	26
REX3	YLR107W	YLR107W_mRNA	protein_coding	0	2	1	19	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	2	4
REX4	YOL080C	YOL080C_mRNA	protein_coding	0	4	3	70	0	0	0	0	45	0	0	0	3	0	0	0	0	0	0	0	4	25
RFA1	YAR007C	YAR007C_mRNA	protein_coding	0	13	2	51	0	0	0	0	42	0	0	0	2	0	0	0	0	0	0	0	13	9
RFA2	YNL312W	YNL312W_mRNA	protein_coding	0	5	0	61	0	0	0	0	21	0	0	5	0	0	0	1	0	0	0	0	4	36
RFA3	YJL173C	YJL173C_mRNA	protein_coding	0	4	2	62	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	4	31
RFC1	YOR217W	YOR217W_mRNA	protein_coding	0	0	2	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6
RFC2	YJR068W	YJR068W_mRNA	protein_coding	0	0	2	32	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	0	1
RFC3	YNL290W	YNL290W_mRNA	protein_coding	0	4	1	26	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	4	2
RFC4	YOL094C	YOL094C_mRNA	protein_coding	0	3	1	78	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	3	51
RFC5	YBR087W	YBR087W_mRNA	protein_coding	0	6	0	27	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	6	19
RFM1	YOR279C	YOR279C_mRNA	protein_coding	0	2	2	70	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	2	39
RFS1	YBR052C	YBR052C_mRNA	protein_coding	0	2	0	53	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	37
RFT1	YBL020W	YBL020W_mRNA	protein_coding	0	11	1	67	0	0	0	0	46	0	0	0	1	0	0	0	0	0	0	0	11	21
RFU1	YLR073C	YLR073C_mRNA	protein_coding	0	4	0	58	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	4	25
RFX1	YLR176C	YLR176C_mRNA	protein_coding	1	22	5	68	0	0	0	0	36	1	0	0	5	0	0	0	0	0	0	0	22	32
RGA1	YOR127W	YOR127W_mRNA	protein_coding	0	9	8	51	0	0	0	0	28	0	0	0	8	0	0	0	0	0	0	0	9	23
RGA2	YDR379W	YDR379W_mRNA	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5
RGC1	YPR115W	YPR115W_mRNA	protein_coding	0	4	2	19	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	4	15
RGD1	YBR260C	YBR260C_mRNA	protein_coding	0	2	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3
RGD2	YFL047W	YFL047W_mRNA	protein_coding	0	17	5	90	0	0	0	0	36	0	0	0	5	0	0	0	0	0	0	0	17	54
RGI1	YER067W	YER067W_mRNA	protein_coding	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
RGI2	YIL057C	YIL057C_mRNA	protein_coding	0	0	1	85	0	0	0	0	54	0	0	0	1	0	0	0	0	0	0	0	0	31
RGL1	YPL066W	YPL066W_mRNA	protein_coding	0	6	3	45	0	0	0	0	34	0	0	0	3	0	0	0	0	0	0	0	6	11
RGM1	YMR182C	YMR182C_mRNA	protein_coding	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9
RGP1	YDR137W	YDR137W_mRNA	protein_coding	0	7	4	31	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	7	16
RGR1	YLR071C	YLR071C_mRNA	protein_coding	0	13	7	50	0	0	0	0	22	0	0	0	7	0	0	0	0	0	0	0	13	28
RGS2	YOR107W	YOR107W_mRNA	protein_coding	1	7	2	86	0	0	0	0	35	0	0	0	2	0	0	0	0	1	0	0	7	51
RGT1	YKL038W	YKL038W_mRNA	protein_coding	0	1	0	14	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	4
RGT2	YDL138W	YDL138W_mRNA	protein_coding	0	7	5	58	0	0	0	0	27	0	0	0	5	0	0	0	0	0	0	0	7	31
RHB1	YCR027C	YCR027C_mRNA	protein_coding	0	0	1	16	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	1
RHO1	YPR165W	YPR165W_mRNA	protein_coding	0	1	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	6
RHO2	YNL090W	YNL090W_mRNA	protein_coding	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6
RHO3	YIL118W	YIL118W_mRNA	protein_coding	0	0	0	73	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	62
RHO4	YKR055W	YKR055W_mRNA	protein_coding	0	1	3	59	0	0	0	0	33	0	0	0	3	0	0	0	0	0	0	0	1	26
RHO5	YNL180C	YNL180C_mRNA	protein_coding	0	1	1	31	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	1	6
RIA1	YNL163C	YNL163C_mRNA	protein_coding	0	7	1	30	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	7	24
RIB1	YBL033C	YBL033C_mRNA	protein_coding	0	5	0	47	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	5	31
RIB2	YOL066C	YOL066C_mRNA	protein_coding	0	2	2	53	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	2	46
RIB3	YDR487C	YDR487C_mRNA	protein_coding	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8
RIB4	YOL143C	YOL143C_mRNA	protein_coding	0	4	2	81	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	4	44
RIB5	YBR256C	YBR256C_mRNA	protein_coding	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1
RIB7	YBR153W	YBR153W_mRNA	protein_coding	0	5	4	89	0	0	0	0	33	0	0	0	4	0	0	0	0	0	0	0	5	56
RIC1	YLR039C	YLR039C_mRNA	protein_coding	0	1	1	9	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	6
RIE1	YGR250C	YGR250C_mRNA	protein_coding	0	13	1	104	0	0	0	0	57	0	0	0	1	0	0	0	0	0	0	0	13	47
RIF1	YBR275C	YBR275C_mRNA	protein_coding	0	33	23	36	0	0	0	0	27	0	0	0	23	0	0	0	0	0	0	0	33	9
RIF2	YLR453C	YLR453C_mRNA	protein_coding	0	3	6	37	0	0	0	0	20	0	0	0	6	0	0	0	0	0	0	0	3	17
RIM1	YCR028C-A	YCR028C-A_mRNA	protein_coding	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
RIM101	YHL027W	YHL027W_mRNA	protein_coding	0	0	2	37	0	0	0	0	23	0	0	0	2	0	0	0	0	0	0	0	0	14
RIM11	YMR139W	YMR139W_mRNA	protein_coding	0	0	0	14	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8
RIM13	YMR154C	YMR154C_mRNA	protein_coding	0	9	9	61	0	0	0	0	30	0	0	0	9	0	0	0	0	0	0	0	9	31
RIM15	YFL033C	YFL033C_mRNA	protein_coding	0	32	8	37	0	0	0	0	5	0	0	0	8	0	0	0	0	0	0	0	32	32
RIM2	YBR192W	YBR192W_mRNA	protein_coding	0	6	0	69	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	6	38
RIM20	YOR275C	YOR275C_mRNA	protein_coding	0	8	7	52	0	0	0	0	23	0	0	0	7	0	0	0	0	0	0	0	8	29
RIM21	YNL294C	YNL294C_mRNA	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3
RIM4	YHL024W	YHL024W_mRNA	protein_coding	0	11	9	46	0	0	0	0	31	0	0	0	9	0	0	0	0	0	0	0	11	15
RIM8	YGL045W	YGL045W_mRNA	protein_coding	0	6	3	33	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	6	28
RIM9	YMR063W	YMR063W_mRNA	protein_coding	0	1	2	67	0	0	0	0	37	0	0	0	2	0	0	0	0	0	0	0	1	30
RIO1	YOR119C	YOR119C_mRNA	protein_coding	0	1	0	16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	13
RIO2	YNL207W	YNL207W_mRNA	protein_coding	0	2	0	34	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	20
RIP1	YEL024W	YEL024W_mRNA	protein_coding	0	1	1	12	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	1	6
RIT1	YMR283C	YMR283C_mRNA	protein_coding	0	0	1	15	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	3
RIX1	YHR197W	YHR197W_mRNA	protein_coding	0	0	1	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3
RIX7	YLL034C	YLL034C_mRNA	protein_coding	0	2	1	46	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	2	18
RKI1	YOR095C	YOR095C_mRNA	protein_coding	0	4	0	63	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	4	32
RKM1	YPL208W	YPL208W_mRNA	protein_coding	0	0	1	7	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	5
RKM2	YDR198C	YDR198C_mRNA	protein_coding	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
RKM3	YBR030W	YBR030W_mRNA	protein_coding	0	6	6	23	0	0	0	0	17	0	0	0	6	0	0	0	0	0	0	0	6	6
RKM4	YDR257C	YDR257C_mRNA	protein_coding	0	0	0	28	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	23
RKM5	YLR137W	YLR137W_mRNA	protein_coding	0	1	1	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	3
RKR1	YMR247C	YMR247C_mRNA	protein_coding	0	5	3	17	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	5	7
RLF2	YPR018W	YPR018W_mRNA	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5
RLI1	YDR091C	YDR091C_mRNA	protein_coding	0	0	0	19	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	8
RLM1	YPL089C	YPL089C_mRNA	protein_coding	0	6	11	48	0	0	0	0	30	0	0	0	11	0	0	0	0	0	0	0	6	18
RLP24	YLR009W	YLR009W_mRNA	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
RLP7	YNL002C	YNL002C_mRNA	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4
RMA1	YKL132C	YKL132C_mRNA	protein_coding	0	5	8	26	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	5	22
RMD1	YDL001W	YDL001W_mRNA	protein_coding	0	4	0	45	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	4	22
RMD5	YDR255C	YDR255C_mRNA	protein_coding	0	0	0	22	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1
RMD6	YEL072W	YEL072W_mRNA	protein_coding	0	3	1	99	0	0	0	0	45	0	0	0	1	0	0	0	0	0	0	0	3	54
RMD8	YFR048W	YFR048W_mRNA	protein_coding	0	0	3	25	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	21
